5334002,100
5334002,101
8136,102
8437,103
5382,104
9361,105
15159,106
9561,107
9661,108
9761,109
9761,110
8119,111
8326,112
8226,113
8118,114
8317,115
6434,116
8235,117
9461,118
9162,119
9462,120
9462,121
11,122
11,123
11,124
11,125
11,126
11,127
11,128
11,129
11,130
11,131
11,132
11,133
11,134
11,135
11,136
11,137
11,138
11,139
11,140
11,141
11,142
11,143
11,144
11,145
11,146
11,147
11,148
11,149
11,150
11,151
11,152
11,153
11,154
11,155
11,156
11,157
8426,158
5711,159
5711,160
5711,161
5711,162
7339,163
5911,164
5911,165
5911,166
5911,167
5911,168
5911,169
5314,170
5382,171
5314,172
12061,173
12065,174
12,175
3101,176
3101,177
4011,178
4011,179
4011,180
4011,181
4011,182
4011,183
4012,184
5362,185
5362,186
3359,187
14161,188
3153,189
9463,190
12052,191
6411,192
6411,193
6411,194
6411,195
9271,196
57,197
5913,198
5913,199
5913,200
14262,201
14262,202
14262,203
14262,204
14262,205
14262,206
14262,207
14262,208
14262,209
5113,210
5111,211
5111,212
5111,213
5111,214
5111,215
5111,216
12060,217
12060,218
9176,219
1056,220
12063,221
3402,222
16051,223
16051,224
16051,225
16051,226
9562,227
5113,228
5113,229
5113,230
8116,231
6532,232
1001,233
1001,234
6412,235
6412,236
6412,237
6412,238
6412,239
6412,240
6412,241
6412,242
6412,243
12053,244
14177,245
83,246
83,247
83,248
83,249
83,250
15086,251
8435,252
6631,253
6631,254
9563,255
8326,256
6439,257
16076,258
16076,259
6531,260
6531,261
3159,262
3159,263
13001,264
7143,265
5914,266
15002,267
15002,268
15002,269
2,270
2,271
2,272
2,273
2,274
2,275
2,276
2,277
2,278
2,279
2,280
2,281
2,282
2,283
2,284
2,285
2,286
2,287
2,288
5915,289
3241001,290
3241001,291
3241001,292
3241001,293
3241001,294
3241001,295
3241001,296
15369,297
8221,298
8221,299
8221,300
8221,301
8221,302
8221,303
8121,304
5758,305
3351,306
3357,307
6414,308
3254,309
3254,310
9464,311
8111,312
6439,313
16070,314
9161,315
9184,316
16053,317
16053,318
7312,319
7312,320
8212,321
8212,322
8212,323
8212,324
8212,325
8212,326
8212,327
6611,328
6611,329
9763,330
1002,331
1002,332
1002,333
7111,334
7111,335
7111,336
5315,337
5315,338
5315,339
5315,340
5315,341
5315,342
5315,343
5315,344
5315,345
5315,346
8335,347
8335,348
8335,349
9261,350
14365,351
14365,352
14365,353
14365,354
14365,355
1003,356
1003,357
1003,358
8118,359
8118,360
7314,361
3355,362
15003,363
15003,364
15003,365
7315,366
7315,367
7315,368
8222,369
8222,370
8222,371
8222,372
8222,373
6534,374
6534,375
6534,376
13053,377
15261,378
14182,380
9162,381
9162,382
9162,383
9162,384
9162,385
9162,386
9162,387
9162,388
9162,389
9162,390
9162,391
9184,392
5515,393
5515,394
5515,395
5515,396
13002,397
9571,398
12068,399
9775,400
5114,401
3254,402
3241001,403
3256,404
3257,405
16062,406
6636,407
5515,408
5366,409
5558,410
5513,411
5315,412
5915,413
9564,414
9564,415
9564,416
9564,417
9564,418
8116,419
6434,420
6413,421
8317,422
3403,423
3404,424
3404,425
3158,426
5766,427
3361,428
5774,429
5774,430
5774,431
9262,432
8231,433
12054,434
12054,435
12054,436
12054,437
12054,438
12054,439
12054,440
12054,441
12054,442
12054,443
8436,444
12054,445
12054,446
12054,447
8415,448
8415,449
7337,450
7140,451
7137,452
6414,453
5154,454
8426,455
9163,456
13003,457
13003,458
9274,459
9274,460
5117,461
10041100,462
10041100,463
10041100,464
10041100,465
10041100,466
10041,467
15352,468
9571,469
14280,470
1002,471
1058,472
16066,473
8136,474
8136,475
5970,476
7318,477
13005,478
8111,479
8111,480
8111,481
8111,482
8111,483
8111,484
8111,485
8111,486
8111,487
8111,488
8111,489
8111,490
8111,491
5962,492
16067,493
7211,494
7211,495
7211,496
8327,497
8416,498
8416,499
8421,500
8421,501
7137,502
7137,503
3460,504
3460,505
1056,506
9178,507
16055,508
16055,509
8436,510
3252,511
5513,512
3358,513
6414,514
6414,515
12061,516
3405,517
13006,518
15091,519
7319,520
5124,521
5124,522
9663,523
9663,524
9663,525
14286,526
14167,527
6531,379
