13005,Stralsund,kreisfreie Stadt,
13006,Wismar,kreisfreie Stadt,
13051,Bad Doberan,Landkreis,
13052,Landkreis Demmin,Landkreis,
13053,Güstrow,Landkreis,
13054,Landkreis Ludwigslust,Landkreis,
13055,Mecklenburg-Strelitz,Landkreis,
13056,Landkreis Müritz,Landkreis,
13057,Nordvorpommern,Landkreis,
13058,Landkreis Nordwestmecklenburg,Landkreis,
13059,Ostvorpommern,Landkreis,
13060,Landkreis Parchim,Landkreis,
13061,Rügen,Landkreis,
13062,Landkreis Uecker-Randow,Landkreis,
13071,Mecklenburgische Seenplatte,Landkreis,259568
13072,Landkreis Rostock,Landkreis,220807
13073,Vorpommern-Rügen,Landkreis,227683
13074,Nordwestmecklenburg,Landkreis,160288
13075,Vorpommern-Greifswald,Landkreis,237355
13076,Ludwigslust-Parchim,Landkreis,214161
14,Sachsen,Bundesland,4086152
141,Chemnitz,Regierungsbezirk,
14161,Chemnitz,kreisfreie Stadt,
14166,Plauen,kreisfreie Stadt,
14167,Zwickau,kreisfreie Stadt,
14171,Annaberg,Landkreis,
14173,Chemnitzer Land,Landkreis,
14177,Freiberg,Landkreis,
14178,Vogtlandkreis,Landkreis,
14181,Mittlerer Erzgebirgskreis,Landkreis,
14182,Mittweida,Landkreis,
14188,Stollberg,Landkreis,
14191,Aue-Schwarzenberg,Landkreis,
14193,Zwickauer Land,Landkreis,
142,Dresden,Regierungsbezirk,
14262,Dresden,kreisfreie Stadt,
14263,Görlitz,kreisfreie Stadt,
14264,Hoyerswerda,kreisfreie Stadt,
14272,Bautzen,Landkreis,
14280,Meißen,Landkreis,
14284,Niederschlesischer Oberlausitzkreis,Landkreis,
14285,Riesa-Großenhain,Landkreis,
14286,Löbau-Zittau,Landkreis,
14287,Sächsische Schweiz,Landkreis,
14290,Weißeritzkreis,Landkreis,
14292,Kamenz,Landkreis,
143,Leipzig,Regierungsbezirk,
14365,Leipzig,kreisfreie Stadt,
14374,Delitzsch,Landkreis,
14375,Döbeln,Landkreis,
14379,Leipziger Land,Landkreis,
14383,Muldentalkreis,Landkreis,
14389,Torgau-Oschatz,Landkreis,
145,Chemnitz,Statistische Region,1411556
14511,Chemnitz,kreisfreie Stadt,248563
14521,Erzgebirgskreis,Landkreis,328850
14522,Mittelsachsen,Landkreis,300639
14523,Vogtlandkreis,Landkreis,222666
14524,Zwickau,Landkreis,310838
146,Dresden,Statistische Region,1598250
14612,Dresden,kreisfreie Stadt,563311
14625,Bautzen,Landkreis,297711
14626,Görlitz,Landkreis,249681
14627,Meißen,Landkreis,241343
14628,Sächsische Schweiz-Osterzgebirge,Landkreis,246204
147,Leipzig,Statistische Region,1076346
14713,Leipzig,kreisfreie Stadt,616093
14729,Leipzig,Landkreis,260429
14730,Nordsachsen,Landkreis,199824
15,Sachsen-Anhalt,Bundesland,2186643
15001,Dessau-Roßlau,kreisfreie Stadt,79655
15002,Halle,kreisfreie Stadt,242083
15003,Magdeburg,kreisfreie Stadt,239364
15081,Altmarkkreis Salzwedel,Landkreis,82457
15082,Anhalt-Bitterfeld,Landkreis,157235
15083,Börde,Landkreis,171393
15084,Burgenlandkreis,Landkreis,177212
15085,Harz,Landkreis,210381
15086,Jerichower Land,Landkreis,90256
15087,Mansfeld-Südharz,Landkreis,132034
15088,Saalekreis,Landkreis,183974
15089,Salzlandkreis,Landkreis,186420
15090,Stendal,Landkreis,110291
15091,Wittenberg,Landkreis,123888
151,Dessau,Statistische Region,
15101,Dessau,kreisfreie Stadt,
15151,Anhalt-Zerbst,Landkreis,
15153,Bernburg,Landkreis,
15154,Bitterfeld,Landkreis,
15159,Köthen,Landkreis,
152,Halle,Statistische Region,
15202,Halle (Saale),kreisfreie Stadt,
15256,Burgenlandkreis,Landkreis,
15260,Mansfelder Land,Landkreis,
15261,Merseburg-Querfurt,Landkreis,
15265,Saalkreis,Landkreis,
15266,Sangerhausen,Landkreis,
15268,Weißenfels,Landkreis,
153,Magdeburg,Statistische Region,
15303,Magdeburg,kreisfreie Stadt,
15352,Aschersleben-Staßfurt,Landkreis,
15355,Bördekreis,Landkreis,
15357,Halberstadt,Landkreis,
15358,Jerichower Land,Landkreis,
15362,Ohrekreis,Landkreis,
15363,Stendal,Landkreis,
15364,Quedlinburg,Landkreis,
15367,Schönebeck,Landkreis,
15369,Wernigerode,Landkreis,
15370,Altmarkkreis Salzwedel,Landkreis,
16,Thüringen,Bundesland,2126846
16051,Erfurt,kreisfreie Stadt,214969
16052,Gera,kreisfreie Stadt,93634
16053,Jena,kreisfreie Stadt,111191
16054,Suhl,kreisfreie Stadt,37009
16055,Weimar,kreisfreie Stadt,65620
16056,Eisenach,kreisfreie Stadt,
16061,Eichsfeld,Landkreis,100091
16062,Nordhausen,Landkreis,82444
16063,Wartburgkreis,Landkreis,159539
16064,Unstrut-Hainich-Kreis,Landkreis,102256
16065,Kyffhäuserkreis,Landkreis,73690
16066,Schmalkalden-Meiningen,Landkreis,123939
16067,Gotha,Landkreis,134941
16068,Sömmerda,Landkreis,69646
16069,Hildburghausen,Landkreis,61926
16070,Ilm-Kreis,Landkreis,106776
16071,Weimarer Land,Landkreis,83179
16072,Sonneberg,Landkreis,56922
16073,Saalfeld-Rudolstadt,Landkreis,101494
16074,Saale-Holzland-Kreis,Landkreis,83234
16075,Saale-Orla-Kreis,Landkreis,79178
16076,Greiz,Landkreis,96381
16077,Altenburger Land,Landkreis,88787
