Weimar HfM,508
Weimar U,509
Weingarten PH,510
Weserbergland H,511
Westfälische H,512
Westküste FH,513
Wiesbaden CFH,514
Wiesbaden EBS,515
Wildau TH,516
Wilhelmshaven/Oldenburg/Elsfleth H,517
Wismar H,518
Witten/ Herdecke U,519
Worms H,520
Wuppertal KiH,521
Wuppertal U,522
Würzburg HfM,523
Würzburg-Schweinfurt TH,524
Würzburg U,525
Zittau/ Görlitz H,526
Zwickau H,527
